complaint,category,date,region
Kindly look into the matter: fake website stole my card details,Cyber Crime,2022-04-28,Kolkata
This is regarding that online fraud transaction happened,Cyber Crime,2022-10-08,Bangalore
I am facing an issue where fake website stole my card details,Cyber Crime,2022-04-23,Ahmedabad
I need help since received phishing email asking for otp,Cyber Crime,2024-05-16,Delhi
I am writing to report that online fraud transaction happened,Cyber Crime,2024-06-12,Hyderabad
Fake website stole my card details,Cyber Crime,2022-07-06,Ahmedabad
This problem occurred because online fraud transaction happened,Cyber Crime,2022-08-24,Mumbai
I am facing an issue where fake website stole my card details,Cyber Crime,2022-08-30,Delhi
I am facing an issue where fake website stole my card details,Cyber Crime,2022-12-08,Pune
Please help as my bank account was hacked,Cyber Crime,2024-10-08,Hyderabad
Received phishing email asking for OTP,Cyber Crime,2022-10-24,Chennai
I need help since fake website stole my card details,Cyber Crime,2024-12-02,Bangalore
This problem occurred because received phishing email asking for otp,Cyber Crime,2022-11-22,Delhi
fake website stole my card details and no action has been taken,Cyber Crime,2024-04-18,Pune
I am writing to report that received phishing email asking for otp,Cyber Crime,2023-08-02,Pune
This problem occurred because received phishing email asking for otp,Cyber Crime,2023-04-21,Kolkata
I want to complain that received phishing email asking for otp,Cyber Crime,2024-06-27,Delhi
Please help as fake website stole my card details,Cyber Crime,2023-01-01,Delhi
I am facing an issue where received phishing email asking for otp,Cyber Crime,2024-12-29,Kolkata
This problem occurred because received phishing email asking for otp,Cyber Crime,2023-06-30,Hyderabad
I want to complain that online fraud transaction happened,Cyber Crime,2022-11-22,Hyderabad
Please help as fake website stole my card details,Cyber Crime,2022-09-09,Hyderabad
I am writing to report that fake website stole my card details,Cyber Crime,2023-02-23,Bangalore
Please help as fake website stole my card details,Cyber Crime,2022-07-26,Pune
Online fraud transaction happened,Cyber Crime,2024-09-07,Pune
Please help as my bank account was hacked,Cyber Crime,2023-12-10,Ahmedabad
I am writing to report that my bank account was hacked,Cyber Crime,2023-10-12,Ahmedabad
I am writing to report that online fraud transaction happened,Cyber Crime,2022-03-01,Bangalore
I need help since my bank account was hacked,Cyber Crime,2024-11-04,Chennai
I need help since my bank account was hacked,Cyber Crime,2024-02-26,Mumbai
I am facing an issue where my bank account was hacked,Cyber Crime,2023-08-13,Bangalore
I want to complain that someone misused my social media account,Cyber Crime,2023-01-25,Chennai
I am facing an issue where online fraud transaction happened,Cyber Crime,2022-03-11,Delhi
This is regarding that fake website stole my card details,Cyber Crime,2022-01-18,Bangalore
Someone misused my social media account,Cyber Crime,2024-10-13,Kolkata
my bank account was hacked and no action has been taken,Cyber Crime,2023-11-04,Delhi
Kindly look into the matter: my bank account was hacked,Cyber Crime,2024-01-08,Delhi
I want to complain that someone misused my social media account,Cyber Crime,2024-08-05,Delhi
This problem occurred because my bank account was hacked,Cyber Crime,2023-01-29,Pune
Please help as someone misused my social media account,Cyber Crime,2022-12-23,Delhi
This problem occurred because received phishing email asking for otp,Cyber Crime,2024-09-20,Ahmedabad
This is regarding that my bank account was hacked,Cyber Crime,2022-02-10,Chennai
I am writing to report that my bank account was hacked,Cyber Crime,2023-07-22,Mumbai
I am facing an issue where my bank account was hacked,Cyber Crime,2023-08-13,Pune
This problem occurred because someone misused my social media account,Cyber Crime,2023-04-01,Chennai
received phishing email asking for otp and no action has been taken,Cyber Crime,2022-09-21,Ahmedabad
Please help as my bank account was hacked,Cyber Crime,2023-08-02,Chennai
I am facing an issue where fake website stole my card details,Cyber Crime,2022-10-23,Hyderabad
Someone misused my social media account,Cyber Crime,2024-07-22,Pune
I need help since received phishing email asking for otp,Cyber Crime,2022-12-01,Delhi
I want to complain that someone misused my social media account,Cyber Crime,2022-06-08,Ahmedabad
fake website stole my card details and no action has been taken,Cyber Crime,2023-07-15,Delhi
Kindly look into the matter: someone misused my social media account,Cyber Crime,2023-05-19,Ahmedabad
Please help as someone misused my social media account,Cyber Crime,2024-03-12,Delhi
Please help as fake website stole my card details,Cyber Crime,2023-07-25,Ahmedabad
received phishing email asking for otp and no action has been taken,Cyber Crime,2023-11-21,Mumbai
Fake website stole my card details,Cyber Crime,2024-11-07,Delhi
I am writing to report that received phishing email asking for otp,Cyber Crime,2023-11-14,Ahmedabad
Received phishing email asking for OTP,Cyber Crime,2024-06-22,Pune
I am writing to report that received phishing email asking for otp,Cyber Crime,2023-03-24,Pune
Please help as my bank account was hacked,Cyber Crime,2023-09-05,Kolkata
Kindly look into the matter: received phishing email asking for otp,Cyber Crime,2024-01-30,Mumbai
I am facing an issue where online fraud transaction happened,Cyber Crime,2022-03-18,Hyderabad
Please help as fake website stole my card details,Cyber Crime,2022-11-07,Mumbai
This is regarding that my bank account was hacked,Cyber Crime,2022-02-20,Mumbai
This problem occurred because someone misused my social media account,Cyber Crime,2022-06-23,Kolkata
I want to complain that fake website stole my card details,Cyber Crime,2024-08-19,Delhi
I am facing an issue where online fraud transaction happened,Cyber Crime,2022-04-20,Kolkata
This is regarding that my bank account was hacked,Cyber Crime,2022-05-02,Ahmedabad
Kindly look into the matter: online fraud transaction happened,Cyber Crime,2024-10-15,Kolkata
Someone misused my social media account,Cyber Crime,2022-04-02,Delhi
Please help as my bank account was hacked,Cyber Crime,2022-02-26,Delhi
fake website stole my card details and no action has been taken,Cyber Crime,2022-11-13,Chennai
fake website stole my card details and no action has been taken,Cyber Crime,2022-12-20,Pune
Someone misused my social media account,Cyber Crime,2023-11-04,Bangalore
I am writing to report that online fraud transaction happened,Cyber Crime,2024-10-15,Bangalore
Online fraud transaction happened,Cyber Crime,2022-06-14,Bangalore
Please help as fake website stole my card details,Cyber Crime,2024-05-21,Chennai
This problem occurred because received phishing email asking for otp,Cyber Crime,2022-09-02,Ahmedabad
Please help as my bank account was hacked,Cyber Crime,2022-10-12,Kolkata
I need help since my bank account was hacked,Cyber Crime,2022-10-28,Mumbai
I want to complain that received phishing email asking for otp,Cyber Crime,2024-11-09,Ahmedabad
This problem occurred because received phishing email asking for otp,Cyber Crime,2022-08-24,Hyderabad
online fraud transaction happened and no action has been taken,Cyber Crime,2022-12-10,Kolkata
I need help since online fraud transaction happened,Cyber Crime,2023-08-03,Kolkata
my bank account was hacked and no action has been taken,Cyber Crime,2022-02-07,Chennai
I need help since someone misused my social media account,Cyber Crime,2022-12-29,Ahmedabad
my bank account was hacked and no action has been taken,Cyber Crime,2023-05-30,Ahmedabad
I need help since received phishing email asking for otp,Cyber Crime,2024-07-28,Chennai
This is regarding that fake website stole my card details,Cyber Crime,2023-06-03,Delhi
Fake website stole my card details,Cyber Crime,2022-06-18,Hyderabad
I am writing to report that received phishing email asking for otp,Cyber Crime,2022-03-11,Chennai
Please help as online fraud transaction happened,Cyber Crime,2023-10-06,Hyderabad
Please help as someone misused my social media account,Cyber Crime,2022-02-24,Ahmedabad
Please help as fake website stole my card details,Cyber Crime,2023-01-20,Kolkata
This is regarding that my bank account was hacked,Cyber Crime,2024-06-04,Mumbai
I want to complain that fake website stole my card details,Cyber Crime,2022-05-09,Ahmedabad
I need help since received phishing email asking for otp,Cyber Crime,2023-07-12,Mumbai
fake website stole my card details and no action has been taken,Cyber Crime,2023-12-22,Bangalore
This problem occurred because fake website stole my card details,Cyber Crime,2022-02-22,Kolkata
I am writing to report that my bank account was hacked,Cyber Crime,2022-08-18,Bangalore
my bank account was hacked and no action has been taken,Cyber Crime,2024-07-10,Pune
Please help as online fraud transaction happened,Cyber Crime,2024-11-21,Pune
This problem occurred because fake website stole my card details,Cyber Crime,2024-04-21,Mumbai
I need help since online fraud transaction happened,Cyber Crime,2024-05-19,Delhi
Received phishing email asking for OTP,Cyber Crime,2023-04-01,Bangalore
I need help since fake website stole my card details,Cyber Crime,2024-04-07,Pune
Someone misused my social media account,Cyber Crime,2024-12-23,Pune
Received phishing email asking for OTP,Cyber Crime,2022-12-28,Mumbai
I need help since fake website stole my card details,Cyber Crime,2022-09-03,Mumbai
This problem occurred because received phishing email asking for otp,Cyber Crime,2024-04-25,Kolkata
This problem occurred because received phishing email asking for otp,Cyber Crime,2023-10-25,Hyderabad
I need help since fake website stole my card details,Cyber Crime,2024-09-18,Chennai
Kindly look into the matter: online fraud transaction happened,Cyber Crime,2024-07-28,Hyderabad
I want to complain that received phishing email asking for otp,Cyber Crime,2023-12-17,Ahmedabad
This is regarding that fake website stole my card details,Cyber Crime,2022-05-15,Pune
Someone misused my social media account,Cyber Crime,2024-12-26,Hyderabad
This is regarding that someone misused my social media account,Cyber Crime,2024-02-07,Ahmedabad
I need help since someone misused my social media account,Cyber Crime,2024-06-08,Pune
I want to complain that my bank account was hacked,Cyber Crime,2024-07-30,Chennai
This is regarding that my bank account was hacked,Cyber Crime,2024-12-23,Mumbai
Kindly look into the matter: fake website stole my card details,Cyber Crime,2022-02-19,Hyderabad
I want to complain that my bank account was hacked,Cyber Crime,2024-10-20,Mumbai
This is regarding that fake website stole my card details,Cyber Crime,2024-03-13,Delhi
I am writing to report that fake website stole my card details,Cyber Crime,2023-04-10,Kolkata
I am writing to report that received phishing email asking for otp,Cyber Crime,2024-08-27,Hyderabad
Kindly look into the matter: tenant is not vacating house,Property Dispute,2024-10-20,Pune
This problem occurred because neighbor illegally occupied my land,Property Dispute,2023-04-09,Chennai
